id,sala,edificio,codigo,detalle,serial,inventario,estado,cantidad,observaciones
167,CNC,FabLab,NULL,Lamina mdf rayada 1.22x0.94,NULL,NULL,NULL,7,NULL
168,CNC,FabLab,NULL,Papel bond 1mtsx0,73,NULL,NULL,NULL,43,NULL
169,CNC,FabLab,NULL,LAMINA AZUL,NULL,NULL,NULL,4,NULL
170,CNC,FabLab,NULL,LAMINA BLANCA,NULL,NULL,NULL,4,NULL
171,CNC,FabLab,NULL,Audifonos negros SONY,NULL,NULL,NULL,NULL,NULL
474,Coworking,FabLab,CW-19,TV Samsung S-01,SN 09NZ3CAR100133A,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
475,Coworking,FabLab,CW-20,TV Samsung S-02,SN 09NZ23CAR1002040,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
476,Coworking,FabLab,CW-21,TV Samsung S-03,SN 09NZ3CAR100223A,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
477,Coworking,FabLab,CW-22,Aire tipo casette LG,0M 1M00PF  012TADRJ0770,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
478,Coworking,FabLab,CW-23,Videobeam LG Powerlite,L400U,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
479,Coworking,FabLab,CW-24,Silla plastica azul SA-1,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
480,Coworking,FabLab,CW-25,Silla plastica azul SA-2,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
481,Coworking,FabLab,CW-26,Silla plastica azul SA-3,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
482,Coworking,FabLab,CW-27,Silla plastica azul SA-4,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
483,Coworking,FabLab,CW-28,Silla plastica azul SA-5,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
484,Coworking,FabLab,CW-29,Silla plastica azul SA-6,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
485,Coworking,FabLab,CW-30,Silla plastica azul SA-7,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
486,Coworking,FabLab,CW-31,Silla plastica azul SA-8,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
487,Coworking,FabLab,CW-32,Silla plastica azul SA-9,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
488,Coworking,FabLab,CW-33,Silla plastica naranja  SN-1,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
489,Coworking,FabLab,CW-34,Silla plastica naranja  SN-2,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
490,Coworking,FabLab,CW-35,Silla plastica naranja  SN-3,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
491,Coworking,FabLab,CW-36,Silla plastica naranja  SN-4,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
492,Coworking,FabLab,CW-37,Silla plastica naranja  SN-5,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
493,Coworking,FabLab,CW-38,Silla plastica naranja  SN-6,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
494,Coworking,FabLab,CW-39,Silla plastica naranja  SN-7,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
495,Coworking,FabLab,CW-40,Silla plastica naranja  SN-8,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
496,Coworking,FabLab,CW-41,Silla plastica naranja  SN-9,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
497,Coworking,FabLab,CW-42,Silla plastica naranja  SN-10,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
498,Coworking,FabLab,CW-43,Silla plastica roja SN-1,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
499,Coworking,FabLab,CW-44,Silla plastica roja SN-2,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
500,Coworking,FabLab,CW-45,Silla plastica roja SN-3,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
501,Coworking,FabLab,CW-46,Silla plastica roja SN-4,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
502,Coworking,FabLab,CW-47,Silla plastica roja SN-5,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
503,Coworking,FabLab,CW-48,Silla plastica roja SN-6,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
504,Coworking,FabLab,CW-49,Silla plastica roja SN-7,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
505,Coworking,FabLab,CW-50,Silla plastica roja SN-8,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
506,Coworking,FabLab,CW-51,Silla plastica roja SN-9,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
507,Coworking,FabLab,CW-52,Silla plastica verde SV-1,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
508,Coworking,FabLab,CW-53,Silla plastica verde SV-2,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
509,Coworking,FabLab,CW-54,Silla plastica verde SV-3,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
510,Coworking,FabLab,CW-55,Silla plastica verde SV-4,PD -2101355,NULL,BUEN ESTADO,1,ROTULO INV. REPETIDO
511,Coworking,FabLab,CW-56,Silla plastica verde SV-5,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
512,Coworking,FabLab,CW-57,Silla plastica verde SV-6,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
513,Coworking,FabLab,CW-58,Silla plastica verde SV-7,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
514,Coworking,FabLab,CW-59,Silla plastica verde SV-8,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
515,Coworking,FabLab,CW-60,Silla plastica verde SV-9,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
516,Coworking,FabLab,CW-61,Butaco metalico rojo br-1,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
517,Coworking,FabLab,CW-62,Butaco metalico rojo br-2,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
518,Coworking,FabLab,CW-63,Butaco metalico rojo br-3,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
519,Coworking,FabLab,CW-64,Butaco metalico rojo br-4,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
520,Coworking,FabLab,CW-65,Butaco gris  Bg-1,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
521,Coworking,FabLab,CW-66,Butaco gris  Bg-2,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
522,Coworking,FabLab,CW-67,Silla giratoria azul,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
523,Coworking,FabLab,CW-68,Telon de proyecciÃ³n para videobeam,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
524,Coworking,FabLab,CW-69,Monitor Dell P2419H,Service TAG GOZ6993,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
525,Coworking,FabLab,CW-70,CPU DELL,1GLWRB3,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
526,Coworking,FabLab,CW-71,Teclado DELL KB216T,-CH400-0CH,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
527,Coworking,FabLab,CW-72,Mouse DELL MS116 NEGRO,CN-0DMV3P-CH400-0CH-0D3P,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
528,Coworking,FabLab,CW-73,Mesa de trabajo grande 2.40M X 1.20 M,NULL,NULL,BUEN ESTADO,4,SIN ROTULO DE INVENTARIO
529,Coworking,FabLab,CW-74,Mesa de trabajo roja  1.50x0.75,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
530,Coworking,FabLab,CW-75,Mesa de trabajo pequeÃ±a  1.20 MX 0.6 M,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
531,Coworking,FabLab,CW-76,Tablero blanco,NULL,NULL,BUEN ESTADO,2,SIN ROTULO DE INVENTARIO
532,Coworking,FabLab,CW-77,Persiana blanco 2.46 mt ancho,NULL,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
533,Coworking,FabLab,CW-78,Persiana blanco 3.46 mt ancho,NULL,NULL,BUEN ESTADO,1,NULL
534,Coworking,FabLab,CW-79,Camara de seguridad HIKVISION H1,E96671727,167001  209  146,BUEN ESTADO,1,NULL
348,Impresion 3D,FabLab,IMP3D-1,MESA DE TRABAJO DE 1.60 M X 80 METALICO , DE MADERA RECTANGULAR . AMARILLA,NULL,NULL,NULL,1,NULL
349,Impresion 3D,FabLab,IMP3D-2,MESA DE TRABAJO DE 1.60 M X 80 METALICO , DE MADERA RECTANGULAR . NARANJA,NULL,NULL,NULL,1,NULL
350,Impresion 3D,FabLab,IMP3D-3,MESA DE TRABAJO DE 1.60 M X 80 METALICO , DE MADERA RECTANGULAR . ROJA,NULL,NULL,NULL,1,NULL
351,Impresion 3D,FabLab,IMP3D-4,MESA DE TRABAJO DE 1.60 M X 80 METALICO , DE MADERA RECTANGULAR . VERDE,NULL,NULL,NULL,1,NULL
352,Impresion 3D,FabLab,IMP3D-5,MESA DE TRABAJO DE 1.60 M X 80 METALICO , DE MADERA RECTANGULAR . AZUL,NULL,NULL,NULL,1,NULL
353,Impresion 3D,FabLab,IMP3D-6,MESA DE 60 CMX 2.40 M,NULL,NULL,NULL,9,NULL
354,Impresion 3D,FabLab,IMP3D-7,MESA RECTANGULAR PARA TRABAJO 1.50X 2 M,NULL,NULL,NULL,1,NULL
355,Impresion 3D,FabLab,IMP3D-8,MESA PEQUEÃ‘A PARA MAQUINA MAQUINA 3D,NULL,NULL,NULL,1,NULL
356,Impresion 3D,FabLab,IMP3D-9,Butaco metalico amarillo BMA-01,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
357,Impresion 3D,FabLab,IMP3D-10,Butaco metalico amarillo BMA-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
358,Impresion 3D,FabLab,IMP3D-11,Butaco metalico amarillo BMA-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
359,Impresion 3D,FabLab,IMP3D-12,Butaco metalico amarillo BMA-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
360,Impresion 3D,FabLab,IMP3D-13,Butaco metalico azul   BMAZ-01,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
361,Impresion 3D,FabLab,IMP3D-14,Butaco metalico azul   BMAZ-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
362,Impresion 3D,FabLab,IMP3D-15,Butaco metalico azul   BMAZ-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
363,Impresion 3D,FabLab,IMP3D-16,Butaco metalico azul   BMAZ-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
364,Impresion 3D,FabLab,IMP3D-17,Butaco metalico naranja BMN-01,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
365,Impresion 3D,FabLab,IMP3D-18,Butaco metalico naranja BMN-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
366,Impresion 3D,FabLab,IMP3D-19,Butaco metalico naranja BMN-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
367,Impresion 3D,FabLab,IMP3D-20,Butaco metalico naranja BMN-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
368,Impresion 3D,FabLab,IMP3D-21,Butaco metalico rojo    BMR-01,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
369,Impresion 3D,FabLab,IMP3D-22,Butaco metalico rojo    BMR-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
370,Impresion 3D,FabLab,IMP3D-23,Butaco metalico rojo    BMR-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
371,Impresion 3D,FabLab,IMP3D-24,Butaco metalico rojo    BMR-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
372,Impresion 3D,FabLab,IMP3D-25,Butaco metalico verde BMV-01,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
373,Impresion 3D,FabLab,IMP3D-26,Butaco metalico verde BMV-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
374,Impresion 3D,FabLab,IMP3D-27,Butaco metalico verde BMV-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
375,Impresion 3D,FabLab,IMP3D-28,Butaco metalico verde BMV-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
376,Impresion 3D,FabLab,IMP3D-29,Butaco Metalico gris  BMG-01,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
377,Impresion 3D,FabLab,IMP3D-30,Butaco Metalico gris  BMG-02,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
378,Impresion 3D,FabLab,IMP3D-31,Butaco Metalico gris  BMG-03,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
379,Impresion 3D,FabLab,IMP3D-32,Butaco Metalico gris  BMG-04,NULL,NULL,BUEN ESTADO,1,Sin rotulo de inventario
380,Impresion 3D,FabLab,IMP3D-33,Silla gris plastica SG-01,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
381,Impresion 3D,FabLab,IMP3D-34,Silla gris plastica SG-02,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
382,Impresion 3D,FabLab,IMP3D-35,Silla gris plastica SG-03,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
383,Impresion 3D,FabLab,IMP3D-36,Silla gris plastica SG-04,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
384,Impresion 3D,FabLab,IMP3D-37,Silla gris plastica SG-05,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
385,Impresion 3D,FabLab,IMP3D-38,Silla gris plastica SG-06,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
386,Impresion 3D,FabLab,IMP3D-39,Silla gris plastica SG-07,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
387,Impresion 3D,FabLab,IMP3D-40,Silla gris plastica SG-08,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
388,Impresion 3D,FabLab,IMP3D-41,Silla gris plastica SG-09,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
389,Impresion 3D,FabLab,IMP3D-42,Silla gris plastica SG-10,NULL,NULL,BUEN ESTADO,1,Rotulo igual para todas las sillas
390,Impresion 3D,FabLab,IMP3D-43,Silla negra cojinada SN-01,NULL,166501 141 851  03-5,BUEN ESTADO,1,NULL
391,Impresion 3D,FabLab,IMP3D-44,Silla negra cojinada SN-02,NULL,166501 141 851 03-15,BUEN ESTADO,1,NULL
392,Impresion 3D,FabLab,IMP3D-45,Silla negra cojinada SN-03,NULL,166501 141 851 03-6,BUEN ESTADO,1,NULL
393,Impresion 3D,FabLab,IMP3D-46,Silla negra cojinada SN-04,NULL,166501 141 851 03-12,BUEN ESTADO,1,NULL
394,Impresion 3D,FabLab,IMP3D-47,Silla negra cojinada SN-05,NULL,166501 141 851 03-10,BUEN ESTADO,1,NULL
395,Impresion 3D,FabLab,IMP3D-48,Silla negra cojinada SN-06,NULL,166501 141 851 03-13,BUEN ESTADO,1,NULL
396,Impresion 3D,FabLab,IMP3D-49,Silla negra cojinada SN-07,NULL,166501 141 851 03-3,BUEN ESTADO,1,NULL
397,Impresion 3D,FabLab,IMP3D-50,Silla negra cojinada SN-08,NULL,166501 141 851 03-1,BUEN ESTADO,1,NULL
398,Impresion 3D,FabLab,IMP3D-51,Silla negra cojinada SN-09,NULL,166501 141 851 03-4,BUEN ESTADO,1,NULL
399,Impresion 3D,FabLab,IMP3D-52,Silla negra cojinada SN-10,NULL,166501 141 851 03-8,BUEN ESTADO,1,NULL
400,Impresion 3D,FabLab,IMP3D-53,Silla negra cojinada SN-11,NULL,166501 141 851 03-11,BUEN ESTADO,1,NULL
401,Impresion 3D,FabLab,IMP3D-54,Silla negra cojinada SN-12,NULL,166501 141 851 03-7,BUEN ESTADO,1,NULL
402,Impresion 3D,FabLab,IMP3D-55,Monitor Dell P2419H-01,BP2MRS2,167002  101  4673  01,BUEN ESTADO,1,NULL
403,Impresion 3D,FabLab,IMP3D-56,Mouse Dell MS116 Negro -01,CN-0C4JKP-PRC00-11N-02A2,167002  101  4664  03,BUEN ESTADO,1,NULL
404,Impresion 3D,FabLab,IMP3D-57,CPU Dell SERVICE TAG 23LWRB3 -01,F2LWRB3,167002 101  4673  00,BUEN ESTADO,1,NULL
405,Impresion 3D,FabLab,IMP3D-58,Teclado DELL KB216T -01,11FOMTD-A04,167002 101  4662  02,BUEN ESTADO,1,NULL
406,Impresion 3D,FabLab,IMP3D-59,TABLET DE DIBUJO WACOM (VIVELAB) -01,S/N 6HAH001754,167002  101 4663  01,BUEN ESTADO,1,Sin rotulo de inventario
407,Impresion 3D,FabLab,IMP3D-60,Monitor Dell P2419H -02,6VK2D23,167002  101 4663  01,BUEN ESTADO,1,NULL
408,Impresion 3D,FabLab,IMP3D-61,Mouse Dell MS116 Negro -02,CN-0C4JKP-PRC00-11N-0294,167002  101  4663  03,BUEN ESTADO,1,NULL
409,Impresion 3D,FabLab,IMP3D-62,CPU Dell SERVICE TAG 23LWRB3 -02,43LWRB3,167002  101  4663  00,BUEN ESTADO,1,NULL
410,Impresion 3D,FabLab,IMP3D-63,Teclado DELL KB216T -02,11F-0P44-A04,167002  101  4663  02,BUEN ESTADO,1,NULL
411,Impresion 3D,FabLab,IMP3D-64,TABLET DE DIBUJO WACOM (VIVELAB) -02,S/N 6HAH001497,NULL,BUEN ESTADO,1,Sin rotulo de inventario
412,Impresion 3D,FabLab,IMP3D-65,Monitor Dell P2419H -03,BVK2D23,167002  101  4662  01,BUEN ESTADO,1,NULL
413,Impresion 3D,FabLab,IMP3D-66,Mouse Dell MS116 Negro -03,CN-0C4JP-PRC00-11N-0290,NULL,BUEN ESTADO,1,Sin rotulo de inventario
414,Impresion 3D,FabLab,IMP3D-67,CPU Dell SERVICE TAG 23LWRB3 -03,53LWRB3,167002  101  4664  00,BUEN ESTADO,1,NULL
415,Impresion 3D,FabLab,IMP3D-68,Teclado DELL KB216T -03,11F-0MT6-A04,167002  101  4664  02,BUEN ESTADO,1,NULL
416,Impresion 3D,FabLab,IMP3D-69,TABLET DE DIBUJO WACOM (VIVELAB) -03,S/N 6HAH001496,NULL,BUEN ESTADO,1,Sin rotulo de inventario
417,Impresion 3D,FabLab,IMP3D-70,Monitor Dell P2419H -04,7VK2D23,167002  101  4665  02,BUEN ESTADO,1,NULL
418,Impresion 3D,FabLab,IMP3D-71,Mouse Dell MS116 Negro -04,CN-0C4JP-PRC00-11N-029V,167002  101  4662  03,BUEN ESTADO,1,NULL
419,Impresion 3D,FabLab,IMP3D-72,CPU Dell SERVICE TAG 23LWRB3 -04,72LWRB3,167002  101  4665  00,BUEN ESTADO,1,NULL
420,Impresion 3D,FabLab,IMP3D-73,Teclado DELL KB216T -04,11F-OMTE-A04,167002  101  4665  02,BUEN ESTADO,1,NULL
421,Impresion 3D,FabLab,IMP3D-74,TABLET DE DIBUJO WACOM (VIVELAB) -04,S/N 6HAH001731,NULL,BUEN ESTADO,1,Sin rotulo de inventario
422,Impresion 3D,FabLab,IMP3D-75,Monitor Dell P2419H -05,BTK2D23,167002  101  4666  01,BUEN ESTADO,1,NULL
423,Impresion 3D,FabLab,IMP3D-76,Mouse Dell MS116 Negro -05,CN-0C4JP-PRC00-11N-0297,NULL,BUEN ESTADO,1,NULL
424,Impresion 3D,FabLab,IMP3D-77,CPU Dell SERVICE TAG 23LWRB3 -05,73LWRB3,167002  101  4666  00,BUEN ESTADO,1,NULL
425,Impresion 3D,FabLab,IMP3D-78,Teclado DELL KB216T -05,11F-0MTE-A04,167002  101  4666  02,BUEN ESTADO,1,NULL
426,Impresion 3D,FabLab,IMP3D-79,TABLET DE DIBUJO WACOM (VIVELAB) -05,S/N 6HAH001461,NULL,BUEN ESTADO,1,Sin rotulo de inventario
427,Impresion 3D,FabLab,IMP3D-80,Monitor Dell P2419H -06,CTK2D23,167002  101  4668  01,BUEN ESTADO,1,NULL
428,Impresion 3D,FabLab,IMP3D-81,Mouse Dell MS116 Negro -06,CN-0C4JP-PRC00-11N-02AB,NULL,BUEN ESTADO,1,NULL
429,Impresion 3D,FabLab,IMP3D-82,CPU Dell SERVICE TAG 23LWRB3 -06,83LWRB3,167002  101  4667  00,BUEN ESTADO,1,NULL
430,Impresion 3D,FabLab,IMP3D-83,Teclado DELL KB216T -06,11F-09EI-A04,167002  101  4667  02,BUEN ESTADO,1,NULL
431,Impresion 3D,FabLab,IMP3D-84,TABLET DE DIBUJO WACOM (VIVELAB) -06,S/N 6HAH001461,NULL,NULL,1,Sin rotulo de inventario
432,Impresion 3D,FabLab,IMP3D-85,Monitor Dell P2419H -07,5VK2D23,167002  101  4662  01,NULL,1,NULL
433,Impresion 3D,FabLab,IMP3D-86,Mouse Dell MS116 Negro -07,CN-0DMV3P-CH400-0CH-0D44-AD01,NULL,NULL,1,NULL
434,Impresion 3D,FabLab,IMP3D-87,CPU Dell SERVICE TAG 23LWRB3 -07,23LWRB3,167002  101  4662  00,NULL,1,NULL
435,Impresion 3D,FabLab,IMP3D-88,Teclado DELL KB216T -07,11F-0PGJ-A04,167002  101  4673  02,NULL,1,NULL
436,Impresion 3D,FabLab,IMP3D-89,TABLET DE DIBUJO WACOM (VIVELAB) -07,S/N 6HAH001501,NULL,NULL,1,Sin rotulo de inventario
437,Impresion 3D,FabLab,IMP3D-90,Monitor Dell P2419H -08,8P2MRS2,167002  101  4669  01,NULL,1,NULL
438,Impresion 3D,FabLab,IMP3D-91,Mouse Dell MS116 Negro -08,CN-0C4JKP-PRC00-11N-028W,167002  101  4669 03,NULL,1,NULL
439,Impresion 3D,FabLab,IMP3D-92,CPU Dell SERVICE TAG 23LWRB3 -08,B2LWRB3,167002  101  4669  00,NULL,1,NULL
440,Impresion 3D,FabLab,IMP3D-93,Teclado DELL KB216T -08,11F-OPE3-A04,167002  101  4671  02,NULL,1,NULL
441,Impresion 3D,FabLab,IMP3D-94,TABLET DE DIBUJO WACOM (VIVELAB) -08,S/N 6HAH001755,NULL,NULL,1,Sin rotulo de inventario
442,Impresion 3D,FabLab,IMP3D-95,Monitor Dell P2419H -09,7P9XRS2,167002  101  4671  01,NULL,1,NULL
443,Impresion 3D,FabLab,IMP3D-96,Mouse Dell MS116 Negro -09,CN-0C4JKP-PRC00-11N-0299,NULL,NULL,1,NULL
444,Impresion 3D,FabLab,IMP3D-97,CPU Dell SERVICE TAG 23LWRB3 -09,C2LWRB3,167002  101  4671  00,NULL,1,NULL
445,Impresion 3D,FabLab,IMP3D-98,Teclado DELL KB216T -09,11F-0PE2-A04,167002 101  4669  02,NULL,1,NULL
446,Impresion 3D,FabLab,IMP3D-99,TABLET DE DIBUJO WACOM (VIVELAB) -09,S/N 6HAH001463,NULL,NULL,1,Sin rotulo de inventario
447,Impresion 3D,FabLab,IMP3D-100,Monitor Dell P2419H -10,9N9XRS2,167002  101 4672  01,NULL,1,NULL
448,Impresion 3D,FabLab,IMP3D-101,Mouse Dell MS116 Negro -10,CN-0C4JKP-PRC00-11N-02DH,NULL,NULL,1,NULL
449,Impresion 3D,FabLab,IMP3D-102,CPU Dell SERVICE TAG 23LWRB3 -10,C3LWRB3,167002  101  4672 00,NULL,1,NULL
450,Impresion 3D,FabLab,IMP3D-103,Teclado DELL KB216T -10,11F-0OPG-A04,167002  101  4672  02,NULL,1,NULL
451,Impresion 3D,FabLab,IMP3D-104,TABLET DE DIBUJO WACOM (VIVELAB) -10,S/N 6HAH001502,NULL,NULL,1,Sin rotulo de inventario
452,Impresion 3D,FabLab,IMP3D-105,Monitor Dell P2419H -11,CXNN993,NULL,NULL,1,Sin rotulo de inventario
453,Impresion 3D,FabLab,IMP3D-106,Mouse Dell MS116 Negro -11,CN-0C4JKP-PRC00-11N-0298,167002  101  4673  03,NULL,1,NULL
454,Impresion 3D,FabLab,IMP3D-107,CPU Dell SERVICE TAG 23LWRB3 -11,5GLWRB3,NULL,NULL,1,Sin rotulo de inventario
455,Impresion 3D,FabLab,IMP3D-108,Teclado DELL KB216T -11,11F-0MSM-A04,NULL,NULL,1,Sin rotulo de inventario
456,Impresion 3D,FabLab,IMP3D-109,TABLET DE DIBUJO WACOM (VIVELAB) -11,S/N 6HAH001504,NULL,NULL,1,Sin rotulo de inventario
457,Impresion 3D,FabLab,IMP3D-110,Escaner 3D Shining,EinScanSE,167002  227  002  00,NULL,1,NULL
458,Impresion 3D,FabLab,IMP3D-111,Equipo de impresora 3D markforged + Maletin negro,EinScanSE-B-GJBA271A12,167002  306  005,NULL,1,NULL
459,Impresion 3D,FabLab,IMP3D-112,Equipo de impresora Ultramaker blanca,BPP-033841-112855,167002  306  003,NULL,1,NULL
460,Impresion 3D,FabLab,IMP3D-113,Equipo de impresora 3D Forlabs Naranja,NULL,167002  306  004,NULL,1,NULL
461,Impresion 3D,FabLab,IMP3D-114,Equipo de impresora 3D Ender 01,P202J10L09858,167002  306  007  00,NULL,1,NULL
462,Impresion 3D,FabLab,IMP3D-115,Equipo de impresora 3D Ender 02,P202010L01312,167002  306  008  00,NULL,1,NULL
463,Impresion 3D,FabLab,IMP3D-116,Equipo de impresora 3D Ender 03,P202J10L09870,167002  306  009  00,NULL,1,NULL
464,Impresion 3D,FabLab,IMP3D-117,Equipo de impresora 3D Ender 04,P202010L01310,167002  306  006  00,NULL,1,NULL
465,Impresion 3D,FabLab,IMP3D-118,Aire tipo casette LG,0M1M00E4  012TAACBR464,NULL,NULL,1,Sin rotulo de inventario
466,Impresion 3D,FabLab,IMP3D-119,Telon de proyecccion para Videobeam,NULL,NULL,NULL,1,Sin rotulo de inventario
467,Impresion 3D,FabLab,IMP3D-120,Tablero blanco 2.39x1.19,NULL,NULL,NULL,2,Sin rotulo de inventario
468,Impresion 3D,FabLab,IMP3D-121,Estabilizador negro newline 01,SN-ALP2192055,167002  103  1381 00,NULL,1,NULL
469,Impresion 3D,FabLab,IMP3D-122,Estabilizador negro newline 02,NULL,167002  103  1380  00,NULL,1,NULL
470,Impresion 3D,FabLab,IMP3D-123,Estabilizador negro newline 03,SN-ALP2188739,167002  103  1393  00,NULL,1,NULL
471,Impresion 3D,FabLab,IMP3D-124,Estabilizador negro newline 04,SN-ALP2192044,167002   103  1382  00,NULL,1,NULL
472,Impresion 3D,FabLab,IMP3D-125,Camara de seguridad HIKVISION 1,E94672014,167001  209  134,NULL,1,NULL
473,Impresion 3D,FabLab,IMP3D-126,Camara de seguridad HIKVISION 2,E94671780,167001  209  145,NULL,1,NULL
172,IoT,FabLab,IOT-01,Aire tipo casette,75327-012-003980,NULL,BUEN ESTADO,1,SIN ROTULO DE INVENTARIO
173,IoT,FabLab,IOT-02,Alicate,IEC 60900,NULL,BUEN ESTADO,1,SIN ROTULO INVENTARIO
174,IoT,FabLab,IOT-03,Arduino CNC SHIELD V3,NULL,NULL,NULL,1,SIN ROTULO INVENTARIO
